"REF_DATE","GEO","DGUID","Vehicle type","Origin of manufacture","Sales","Seasonal adjustment","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2021-11","Quebec","2016A000224","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42170098","6.1.1.2.1","1389819","","","","0"
"2021-12","Quebec","2016A000224","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42170098","6.1.1.2.1","1187324","","","","0"
"2021-01","Ontario","2016A000235","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42170123","7.1.1.1.1","37677","","","","0"
"2021-02","Ontario","2016A000235","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42170123","7.1.1.1.1","43581","","","","0"
"2021-03","Ontario","2016A000235","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42170123","7.1.1.1.1","66492","","","","0"
"2021-04","Ontario","2016A000235","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42170123","7.1.1.1.1","61733","","","","0"
"2021-05","Ontario","2016A000235","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42170123","7.1.1.1.1","62590","","","","0"
"2021-06","Ontario","2016A000235","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42170123","7.1.1.1.1","68360","","","","0"
"2021-07","Ontario","2016A000235","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42170123","7.1.1.1.1","63349","","","","0"
"2021-08","Ontario","2016A000235","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42170123","7.1.1.1.1","62690","","","","0"
"2021-09","Ontario","2016A000235","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42170123","7.1.1.1.1","58259","","","","0"
"2021-10","Ontario","2016A000235","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42170123","7.1.1.1.1","52577","","","","0"
"2021-11","Ontario","2016A000235","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42170123","7.1.1.1.1","46858","","","","0"
"2021-12","Ontario","2016A000235","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42170123","7.1.1.1.1","43199","","","","0"
"2021-01","Ontario","2016A000235","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42170125","7.1.1.2.1","1723791","","","","0"
"2021-02","Ontario","2016A000235","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42170125","7.1.1.2.1","2078206","","","","0"
"2021-03","Ontario","2016A000235","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42170125","7.1.1.2.1","3150128","","","","0"
"2021-04","Ontario","2016A000235","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42170125","7.1.1.2.1","2911265","","","","0"
"2021-05","Ontario","2016A000235","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42170125","7.1.1.2.1","2810462","","","","0"
"2021-06","Ontario","2016A000235","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42170125","7.1.1.2.1","3203795","","","","0"
"2021-07","Ontario","2016A000235","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42170125","7.1.1.2.1","2985142","","","","0"
"2021-08","Ontario","2016A000235","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42170125","7.1.1.2.1","2878214","","","","0"
"2021-09","Ontario","2016A000235","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42170125","7.1.1.2.1","2669282","","","","0"
"2021-10","Ontario","2016A000235","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42170125","7.1.1.2.1","2515467","","","","0"
"2021-11","Ontario","2016A000235","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42170125","7.1.1.2.1","2468914","","","","0"
"2021-12","Ontario","2016A000235","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42170125","7.1.1.2.1","2354531","","","","0"
"2021-01","Manitoba","2016A000246","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42170150","8.1.1.1.1","3427","","","","0"
"2021-02","Manitoba","2016A000246","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42170150","8.1.1.1.1","3640","","","","0"
"2021-03","Manitoba","2016A000246","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42170150","8.1.1.1.1","5111","","","","0"
"2021-04","Manitoba","2016A000246","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42170150","8.1.1.1.1","4830","","","","0"
"2021-05","Manitoba","2016A000246","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42170150","8.1.1.1.1","4320","","","","0"
"2021-06","Manitoba","2016A000246","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42170150","8.1.1.1.1","4857","","","","0"
"2021-07","Manitoba","2016A000246","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42170150","8.1.1.1.1","4464","","","","0"
"2021-08","Manitoba","2016A000246","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42170150","8.1.1.1.1","4457","","","","0"
"2021-09","Manitoba","2016A000246","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42170150","8.1.1.1.1","4262","","","","0"
"2021-10","Manitoba","2016A000246","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42170150","8.1.1.1.1","3918","","","","0"
"2021-11","Manitoba","2016A000246","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42170150","8.1.1.1.1","3191","","","","0"
"2021-12","Manitoba","2016A000246","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42170150","8.1.1.1.1","3083","","","","0"
"2021-01","Manitoba","2016A000246","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42170152","8.1.1.2.1","167456","","","","0"
"2021-02","Manitoba","2016A000246","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42170152","8.1.1.2.1","188058","","","","0"
"2021-03","Manitoba","2016A000246","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42170152","8.1.1.2.1","251102","","","","0"
"2021-04","Manitoba","2016A000246","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42170152","8.1.1.2.1","246110","","","","0"
"2021-05","Manitoba","2016A000246","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42170152","8.1.1.2.1","208591","","","","0"
"2021-06","Manitoba","2016A000246","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42170152","8.1.1.2.1","237231","","","","0"
"2021-07","Manitoba","2016A000246","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42170152","8.1.1.2.1","218140","","","","0"
"2021-08","Manitoba","2016A000246","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42170152","8.1.1.2.1","225471","","","","0"
"2021-09","Manitoba","2016A000246","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42170152","8.1.1.2.1","204799","","","","0"
"2021-10","Manitoba","2016A000246","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42170152","8.1.1.2.1","190962","","","","0"
"2021-11","Manitoba","2016A000246","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42170152","8.1.1.2.1","165229","","","","0"
"2021-12","Manitoba","2016A000246","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42170152","8.1.1.2.1","168372","","","","0"
"2021-01","Saskatchewan","2016A000247","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42170177","9.1.1.1.1","2933","","","","0"
"2021-02","Saskatchewan","2016A000247","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42170177","9.1.1.1.1","3197","","","","0"
"2021-03","Saskatchewan","2016A000247","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42170177","9.1.1.1.1","4531","","","","0"
"2021-04","Saskatchewan","2016A000247","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42170177","9.1.1.1.1","4019","","","","0"
"2021-05","Saskatchewan","2016A000247","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42170177","9.1.1.1.1","3804","","","","0"
"2021-06","Saskatchewan","2016A000247","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42170177","9.1.1.1.1","4070","","","","0"
"2021-07","Saskatchewan","2016A000247","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42170177","9.1.1.1.1","3798","","","","0"
"2021-08","Saskatchewan","2016A000247","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42170177","9.1.1.1.1","3492","","","","0"
"2021-09","Saskatchewan","2016A000247","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42170177","9.1.1.1.1","3326","","","","0"
"2021-10","Saskatchewan","2016A000247","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42170177","9.1.1.1.1","3410","","","","0"
"2021-11","Saskatchewan","2016A000247","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42170177","9.1.1.1.1","3253","","","","0"
"2021-12","Saskatchewan","2016A000247","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42170177","9.1.1.1.1","2816","","","","0"
"2021-01","Saskatchewan","2016A000247","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42170179","9.1.1.2.1","141811","","","","0"
"2021-02","Saskatchewan","2016A000247","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42170179","9.1.1.2.1","161973","","","","0"
"2021-03","Saskatchewan","2016A000247","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42170179","9.1.1.2.1","230594","","","","0"
"2021-04","Saskatchewan","2016A000247","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42170179","9.1.1.2.1","205368","","","","0"
"2021-05","Saskatchewan","2016A000247","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42170179","9.1.1.2.1","189925","","","","0"
"2021-06","Saskatchewan","2016A000247","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42170179","9.1.1.2.1","208242","","","","0"
"2021-07","Saskatchewan","2016A000247","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42170179","9.1.1.2.1","191022","","","","0"
"2021-08","Saskatchewan","2016A000247","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42170179","9.1.1.2.1","181837","","","","0"
"2021-09","Saskatchewan","2016A000247","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42170179","9.1.1.2.1","168380","","","","0"
"2021-10","Saskatchewan","2016A000247","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42170179","9.1.1.2.1","174701","","","","0"
"2021-11","Saskatchewan","2016A000247","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42170179","9.1.1.2.1","178663","","","","0"
"2021-12","Saskatchewan","2016A000247","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42170179","9.1.1.2.1","153154","","","","0"
"2021-01","Alberta","2016A000248","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42169942","10.1.1.1.1","13153","","","","0"
"2021-02","Alberta","2016A000248","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42169942","10.1.1.1.1","14936","","","","0"
"2021-03","Alberta","2016A000248","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42169942","10.1.1.1.1","20620","","","","0"
"2021-04","Alberta","2016A000248","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42169942","10.1.1.1.1","19761","","","","0"
"2021-05","Alberta","2016A000248","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42169942","10.1.1.1.1","17202","","","","0"
"2021-06","Alberta","2016A000248","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42169942","10.1.1.1.1","18437","","","","0"
"2021-07","Alberta","2016A000248","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42169942","10.1.1.1.1","17439","","","","0"
"2021-08","Alberta","2016A000248","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42169942","10.1.1.1.1","16945","","","","0"
"2021-09","Alberta","2016A000248","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42169942","10.1.1.1.1","16160","","","","0"
"2021-10","Alberta","2016A000248","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42169942","10.1.1.1.1","16041","","","","0"
"2021-11","Alberta","2016A000248","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42169942","10.1.1.1.1","13633","","","","0"
"2021-12","Alberta","2016A000248","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42169942","10.1.1.1.1","12715","","","","0"
"2021-01","Alberta","2016A000248","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42169944","10.1.1.2.1","652992","","","","0"
"2021-02","Alberta","2016A000248","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42169944","10.1.1.2.1","762831","","","","0"
"2021-03","Alberta","2016A000248","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42169944","10.1.1.2.1","1048768","","","","0"
"2021-04","Alberta","2016A000248","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42169944","10.1.1.2.1","1023806","","","","0"
"2021-05","Alberta","2016A000248","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42169944","10.1.1.2.1","860362","","","","0"
"2021-06","Alberta","2016A000248","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42169944","10.1.1.2.1","931447","","","","0"
"2021-07","Alberta","2016A000248","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42169944","10.1.1.2.1","869074","","","","0"
"2021-08","Alberta","2016A000248","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42169944","10.1.1.2.1","871863","","","","0"
"2021-09","Alberta","2016A000248","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42169944","10.1.1.2.1","821874","","","","0"
"2021-10","Alberta","2016A000248","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42169944","10.1.1.2.1","838455","","","","0"
"2021-11","Alberta","2016A000248","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42169944","10.1.1.2.1","755903","","","","0"
"2021-12","Alberta","2016A000248","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42169944","10.1.1.2.1","721813","","","","0"
"2021-01","British Columbia and the Territories","","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42169969","11.1.1.1.1","12670","","","","0"
"2021-02","British Columbia and the Territories","","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42169969","11.1.1.1.1","15047","","","","0"
"2021-03","British Columbia and the Territories","","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42169969","11.1.1.1.1","21538","","","","0"
"2021-04","British Columbia and the Territories","","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42169969","11.1.1.1.1","19054","","","","0"
"2021-05","British Columbia and the Territories","","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42169969","11.1.1.1.1","18674","","","","0"
"2021-06","British Columbia and the Territories","","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42169969","11.1.1.1.1","20411","","","","0"
"2021-07","British Columbia and the Territories","","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42169969","11.1.1.1.1","18254","","","","0"
"2021-08","British Columbia and the Territories","","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42169969","11.1.1.1.1","17381","","","","0"
"2021-09","British Columbia and the Territories","","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42169969","11.1.1.1.1","17708","","","","0"
"2021-10","British Columbia and the Territories","","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42169969","11.1.1.1.1","15421","","","","0"
"2021-11","British Columbia and the Territories","","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42169969","11.1.1.1.1","12732","","","","0"
"2021-12","British Columbia and the Territories","","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42169969","11.1.1.1.1","13787","","","","0"
"2021-01","British Columbia and the Territories","","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42169971","11.1.1.2.1","592446","","","","0"
"2021-02","British Columbia and the Territories","","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42169971","11.1.1.2.1","723053","","","","0"
"2021-03","British Columbia and the Territories","","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42169971","11.1.1.2.1","1050596","","","","0"
"2021-04","British Columbia and the Territories","","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42169971","11.1.1.2.1","917790","","","","0"
"2021-05","British Columbia and the Territories","","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42169971","11.1.1.2.1","891359","","","","0"
"2021-06","British Columbia and the Territories","","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42169971","11.1.1.2.1","988299","","","","0"
"2021-07","British Columbia and the Territories","","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42169971","11.1.1.2.1","872223","","","","0"
"2021-08","British Columbia and the Territories","","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42169971","11.1.1.2.1","836289","","","","0"
"2021-09","British Columbia and the Territories","","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42169971","11.1.1.2.1","856082","","","","0"
"2021-10","British Columbia and the Territories","","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42169971","11.1.1.2.1","779912","","","","0"
"2021-11","British Columbia and the Territories","","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42169971","11.1.1.2.1","666268","","","","0"
"2021-12","British Columbia and the Territories","","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42169971","11.1.1.2.1","747485","","","","0"


